0, 10220.967977
1, 10324.600869
2, 10329.768607
3, 10333.561754
4, 10329.711655
5, 10336.168896
6, 10336.008925
7, 10337.520895
8, 10340.767100
9, 10351.256652
10, 10364.301203
11, 10366.806422
12, 10366.253529
13, 10357.034942
14, 10360.676402
15, 10373.629593
16, 10377.577669
17, 10376.869920
18, 10380.182520
19, 10378.884386
20, 10389.855449
21, 10405.440834
22, 10406.666167
23, 10409.885493
24, 10416.367966
25, 10419.664137
26, 10418.079641
27, 10422.717410
28, 10410.249070
29, 10415.459840
30, 10408.260784
31, 10424.619379
32, 10430.545930
33, 10410.024851
34, 10402.533072
35, 10407.136804
36, 10386.336698
37, 10372.435500
38, 10399.769613
39, 10409.060559
40, 10420.348615
41, 10405.589830
42, 10398.034701
43, 10387.872572
44, 10392.650939
45, 10390.220063
46, 10384.947768
47, 10399.987368
48, 10394.245746
49, 10377.744847
50, 10375.349816
51, 10369.457796
52, 10361.222369
53, 10363.233368
54, 10377.905978
55, 10379.869941
56, 10370.933793
57, 10414.795723
58, 10396.676701
59, 10407.958768
60, 10414.831187
61, 10414.549712
62, 10406.852075
63, 10416.927312
64, 10424.571766
65, 10427.623757
66, 10472.462333
67, 10443.983841
68, 10436.587867
69, 10441.260010
70, 10441.471355
71, 10428.183427
72, 10420.813468
73, 10430.688963
74, 10449.473980
75, 10451.314759
76, 10448.025966
77, 10466.166148
78, 10465.387773
79, 10471.258659
80, 10460.941525
81, 10453.382766
82, 10480.371417
83, 10465.179882
84, 10465.664493
85, 10458.337594
86, 10459.199922
87, 10464.729986
88, 10449.695171
89, 10481.331215
90, 10459.524588
91, 10451.386332
92, 10464.475358
93, 10458.715456
94, 10483.985266
95, 10444.750847
96, 10454.059723
97, 10446.840832
98, 10448.085556
99, 10448.892583
100, 10452.026487
101, 10478.579907
102, 10480.370074
103, 10456.802942
104, 10421.282976
105, 10413.164248
106, 10414.595998
107, 10437.690123
108, 10442.561631
109, 10436.606205
110, 10430.249085
111, 10414.571067
112, 10418.587792
113, 10421.958664
114, 10416.739749
115, 10410.739700
116, 10414.280005
117, 10409.685364
118, 10401.904811
119, 10397.678620
120, 10407.798031
121, 10408.038565
122, 10402.600106
123, 10403.254189
124, 10403.759305
125, 10411.811184
126, 10404.644466
127, 10403.980959
128, 10403.649778
129, 10403.587118
130, 10404.523995
131, 10404.642817
132, 10410.434523
133, 10394.038683
134, 10394.339669
135, 10393.909836
136, 10394.240763
137, 10398.552555
138, 10393.336079
139, 10394.314768
140, 10403.092991
141, 10403.777400
142, 10404.068958
143, 10393.212293
144, 10406.096018
145, 10418.686229
146, 10417.976352
147, 10419.185433
148, 10418.918769
149, 10415.170627
150, 10402.029471
151, 10405.203141
152, 10419.724221
153, 10419.963728
154, 10410.284687
155, 10426.048887
156, 10424.099658
157, 10422.278080
158, 10435.303897
159, 10491.231819
160, 10478.822684
161, 10478.411765
162, 10465.466228
163, 10465.514146
164, 10473.858769
165, 10475.228588
166, 10475.614255
167, 10475.628653
168, 10475.541010
169, 10476.842042
170, 10480.579712
171, 10500.391850
172, 10507.252955
173, 10507.546436
174, 10508.649095
175, 10509.443614
176, 10498.775437
177, 10488.543746
178, 10488.565743
179, 10485.743339
180, 10485.938243
181, 10479.118911
182, 10469.316567
183, 10469.127628
184, 10461.160699
185, 10473.427246
186, 10473.708823
187, 10490.459051
188, 10469.528297
189, 10450.106533
190, 10474.074984
191, 10490.943961
192, 10489.116782
193, 10489.518535
194, 10477.355749
195, 10465.840156
196, 10465.885284
197, 10463.597841
198, 10454.338529
199, 10453.385582
200, 10453.651984
201, 10440.311323
202, 10421.479035
203, 10416.960607
204, 10412.860582
205, 10393.056896
206, 10392.977092
207, 10400.360404
208, 10378.183241
209, 10384.490383
210, 10385.129878
211, 10390.010317
212, 10390.956696
213, 10390.796392
214, 10389.783200
215, 10389.925721
216, 10394.386964
217, 10386.622199
218, 10398.994554
219, 10388.750784
220, 10387.876886
221, 10388.566402
222, 10388.565474
223, 10388.481945
224, 10370.830115
225, 10361.980346
226, 10361.695366
227, 10372.499244
228, 10365.258399
229, 10357.790946
230, 10357.792973
231, 10377.282423
232, 10360.793089
233, 10390.232144
234, 10390.563919
235, 10407.813500
236, 10405.187046
237, 10405.636804
238, 10397.847002
239, 10374.613815
240, 10374.330013
241, 10368.065911
242, 10367.634019
243, 10366.204952
244, 10364.987027
245, 10366.550811
246, 10379.168928
247, 10385.589355
248, 10394.569256
249, 10377.084934
250, 10377.990171
251, 10378.100593
252, 10376.278942
253, 10376.258941
254, 10380.180610
255, 10363.869229
256, 10358.393920
257, 10377.885536
258, 10375.200089
259, 10368.505204
260, 10367.882833
261, 10361.071529
262, 10363.613799
263, 10354.933456
264, 10344.466114
265, 10347.233436
266, 10347.520688
267, 10339.971736
268, 10330.592795
269, 10325.586361
270, 10326.280713
271, 10326.171818
272, 10334.088200
273, 10319.569699
274, 10332.997149
275, 10322.289167
276, 10322.098958
277, 10322.036040
278, 10322.039924
279, 10313.691033
280, 10304.797813
281, 10305.010069
282, 10315.681629
283, 10315.861235
284, 10334.438536
285, 10334.611273
286, 10334.728546
287, 10334.981383
288, 10308.347351
289, 10306.949485
290, 10332.967473
291, 10334.892049
292, 10341.596801
293, 10322.094244
294, 10321.103349
295, 10315.759225
296, 10316.482170
297, 10286.517618
298, 10265.997483
299, 10267.210708
300, 10269.256306
301, 10270.771240
302, 10268.084497
303, 10284.709178
304, 10286.241843
305, 10285.076150
306, 10285.936231
307, 10305.006626
308, 10298.571830
309, 10291.541036
310, 10291.834581
